genero,plataforma,idioma,dia_lanzamiento,anno_lanzamiento,duracion_seg,tempo_bpm,energia,valencia,bailabilidad,instrumentalidad,loudness_db,popularidad_artista,num_colaboraciones,semanas_en_charts,reproducciones_millones,gastos_produccion_usd,sello_discografico,streams_categoria
Reggaeton,Apple Music,Espanol,Jueves,2023,226,92,0.714,0.601,0.289,0.191,-7.4,52,0,36,8.03,,Sony,1
Cumbia,YouTube Music,Espanol,Jueves,2018,276,132,0.611,0.466,0.717,0.296,-9.7,90,2,50,10.33,477752.0,Warner,3
Clasica,YouTube Music,Espanol,Martes,2021,175,96,0.603,0.859,0.664,0.031,4.0,74,0,33,2.81,310055.0,Universal,1
Rock,Tidal,Portugues,Lunes,2012,255,104,0.624,0.127,0.655,0.026,-10.0,79,0,37,11.71,445615.0,Warner,3
Cumbia,Spotify,Espanol,Jueves,2012,228,92,0.719,0.451,0.534,0.52,-8.1,52,0,1,6.96,296784.0,Independiente,0
Jazz,YouTube Music,Espanol,Miercoles,2011,193,103,0.912,0.079,0.512,0.165,-12.8,7,1,51,2.63,298293.0,Universal,0
Pop,Tidal,Portugues,Miercoles,2017,232,132,0.517,0.355,0.856,0.003,-11.1,28,1,24,0.35,72812.0,Independiente,0
Pop,Spotify,Espanol,Sabado,2022,240,117,0.662,0.66,0.857,0.304,-7.7,92,2,34,11.48,473119.0,,3
Pop,Spotify,Ingles,Lunes,2024,178,105,0.733,0.095,0.64,0.216,-3.6,100,0,2,16.18,208096.0,Independiente,2
Jazz,Deezer,Ingles,Martes,2018,160,85,0.455,0.211,0.755,0.07,-4.5,9,0,15,3.44,42554.0,Universal,0
Pop,YouTube Music,Ingles,Sabado,2011,163,94,0.27,0.57,0.248,0.387,-5.8,10,0,24,11.88,123958.0,Universal,0
Reggaeton,Spotify,Ingles,Jueves,2013,192,107,0.579,0.292,0.685,0.034,-15.8,47,0,50,0.04,423715.0,,1
Pop,YouTube Music,Espanol,Sabado,2017,182,118,0.623,0.79,0.264,0.092,-2.2,14,0,45,7.63,46553.0,Universal,0
Cumbia,Spotify,Espanol,Jueves,2014,232,127,0.504,0.297,0.476,0.14,-3.4,95,1,41,1.14,396548.0,Independiente,3
Rock,Spotify,Ingles,Jueves,2018,231,93,0.351,0.35,0.425,0.493,-1.1,79,0,6,3.49,340811.0,Universal,0
Cumbia,Apple Music,Espanol,Sabado,2018,218,125,0.814,0.145,0.669,0.051,-10.8,12,0,28,0.06,250927.0,Sony,0
Cumbia,Apple Music,Frances,Martes,2011,248,123,0.713,0.099,0.936,0.085,-10.8,46,1,45,0.88,106286.0,Sony,1
Pop,YouTube Music,Ingles,Viernes,2017,208,122,0.47,0.543,0.623,0.282,-3.1,22,1,8,23.35,481250.0,Independiente,2
Hip-Hop,Apple Music,Ingles,Jueves,2011,226,77,0.833,0.805,0.417,0.378,<null>,80,0,51,10.65,273339.0,,3
Pop,YouTube Music,Espanol,Domingo,2013,229,120,0.813,0.317,0.453,0.235,-7.2,22,0,18,25.9,80986.0,Sony,3
Cumbia,Spotify,Frances,Lunes,2020,193,110,0.758,0.514,0.74,0.137,-14.0,40,2,18,17.53,41449.0,Universal,3
Reggaeton,Apple Music,Ingles,Jueves,2011,165,113,0.581,0.414,0.671,0.09,-12.3,58,0,17,17.44,268328.0,Independiente,2
Pop,Spotify,Ingles,Jueves,2024,160,153,0.681,0.126,0.159,0.2,-0.6,27,0,30,16.57,66843.0,Independiente,1
Pop,Spotify,Ingles,Viernes,2016,261,84,0.761,0.652,0.864,0.149,2.1,36,1,37,3.12,220140.0,Warner,2
Hip-Hop,Tidal,Ingles,Sabado,2011,169,157,0.657,0.609,0.56,0.079,-4.3,5,0,41,9.62,319714.0,Universal,1
Cumbia,Spotify,Ingles,Domingo,2014,250,67,0.56,0.243,0.828,0.382,-6.0,99,1,45,8.64,275842.0,Independiente,3
Jazz,YouTube Music,Ingles,Lunes,2021,269,111,0.488,0.868,0.485,0.254,-7.4,15,0,14,2.07,335373.0,Independiente,0
R&B,Spotify,Ingles,Lunes,2024,182,128,0.897,0.184,0.451,0.062,-0.7,45,0,17,2.13,193012.0,Universal,0
Hip-Hop,Spotify,Espanol,Domingo,2019,220,95,0.43,0.701,0.87,0.086,-10.4,48,1,6,1.68,483292.0,Independiente,1
Pop,Spotify,Espanol,Lunes,2020,196,123,0.544,0.649,0.427,0.084,-2.5,88,1,23,9.13,438168.0,Sony,3
Cumbia,YouTube Music,Espanol,Jueves,2021,193,103,0.274,0.18,0.298,0.012,-2.8,0,0,2,0.02,51707.0,Independiente,0
Pop,Spotify,Espanol,Jueves,2019,280,122,0.924,0.681,0.893,0.475,-12.7,58,0,46,4.41,195495.0,Sony,3
Cumbia,YouTube Music,Espanol,Miercoles,2010,244,114,0.281,0.44,0.44,<null>,-2.8,52,1,1,0.94,175970.0,Sony,0
Hip-Hop,YouTube Music,Frances,Viernes,2021,204,114,0.859,0.477,0.594,0.12,-15.8,0,1,14,1.67,,Sony,0
Pop,Spotify,Ingles,Sabado,2013,242,147,0.608,0.451,0.251,0.03,-6.9,35,3,11,14.67,484405.0,Warner,1
Jazz,Apple Music,Coreano,Domingo,2016,268,138,0.32,0.633,0.304,0.316,-8.7,69,1,33,2.07,159272.0,Warner,0
Cumbia,Apple Music,Espanol,Lunes,2013,194,105,0.699,0.714,0.492,0.104,-7.2,17,0,33,17.82,424567.0,Independiente,0
Cumbia,Deezer,Ingles,Lunes,2017,244,130,0.421,0.544,0.458,<null>,-1.0,89,2,10,4.44,236626.0,Sony,0
Pop,Spotify,Ingles,Miercoles,2019,173,121,0.59,0.837,0.824,0.181,-9.2,5,0,1,1.07,29259.0,Independiente,1
Pop,Spotify,Ingles,Jueves,2022,182,101,0.65,0.952,0.597,0.089,-8.7,17,0,39,6.44,230150.0,Independiente,1
Reggaeton,Spotify,Ingles,Domingo,2016,222,110,0.408,0.532,0.209,0.326,-3.7,14,1,4,4.59,166149.0,Independiente,0
Electronica,YouTube Music,Ingles,Domingo,2022,210,135,0.539,0.433,0.395,0.34,-6.0,0,0,44,3.16,482542.0,Independiente,0
Metal,YouTube Music,Ingles,Miercoles,2015,206,99,0.671,0.233,0.886,0.026,-15.7,73,0,30,3.44,477658.0,Independiente,1
Pop,Tidal,Portugues,Domingo,2014,240,110,0.738,0.785,0.166,<null>,-1.7,6,1,46,4.03,281919.0,Sony,0
Cumbia,Tidal,Ingles,Miercoles,2014,204,135,0.422,0.899,0.649,0.126,-9.3,56,3,2,1.9,41500.0,Independiente,0
Electronica,Spotify,Coreano,Jueves,2024,250,137,0.536,0.512,0.535,0.135,-13.9,86,0,6,5.27,90198.0,Universal,0
R&B,Apple Music,Coreano,Martes,2018,236,121,0.752,0.528,0.761,0.092,-19.7,53,1,47,1.55,114077.0,Sony,1
Reggaeton,YouTube Music,Ingles,Sabado,2012,213,103,0.804,0.627,0.375,0.157,-6.3,91,0,30,9.83,326693.0,Sony,2
Hip-Hop,Tidal,Espanol,Domingo,2019,200,128,0.43,0.722,0.663,0.074,-9.2,7,1,47,2.67,361912.0,Independiente,0
Cumbia,Spotify,Espanol,Viernes,2017,210,83,0.519,0.594,0.484,0.062,-12.2,40,0,11,0.9,204628.0,Universal,0
Reggaeton,Apple Music,Espanol,Martes,2017,165,96,0.53,0.271,0.478,0.163,-13.2,46,0,37,2.13,278252.0,,1
R&B,Tidal,Espanol,Martes,2012,199,144,0.428,0.607,0.268,0.026,-16.0,59,0,34,4.41,306249.0,Universal,0
Cumbia,Spotify,Ingles,Viernes,2012,166,143,0.733,0.677,0.189,0.245,-8.1,59,0,7,1.99,195028.0,,0
Electronica,Apple Music,Espanol,Martes,2017,227,102,0.778,0.783,0.861,0.074,-6.8,17,0,38,9.79,99360.0,Warner,1
Reggaeton,Tidal,Ingles,Jueves,2018,155,91,0.625,0.107,0.505,0.565,-12.3,76,0,37,2.56,304324.0,Sony,1
Pop,YouTube Music,Espanol,Martes,2011,149,91,0.476,0.129,0.716,<null>,<null>,4,1,25,2.75,63796.0,Warner,0
Pop,Spotify,Ingles,Domingo,2019,207,104,0.893,0.259,0.617,0.006,-7.1,78,0,41,3.96,188522.0,Independiente,2
Rock,Spotify,Espanol,Martes,2010,235,121,0.596,0.267,0.321,0.372,-2.8,46,0,4,3.87,117786.0,Independiente,0
Pop,Spotify,Portugues,Sabado,2021,207,100,0.739,0.682,0.61,0.259,<null>,82,0,11,9.93,18202.0,Warner,1
Rock,Tidal,Portugues,Martes,2015,257,110,0.774,0.843,0.442,0.237,-6.3,22,1,8,1.89,118014.0,Sony,0
Rock,Deezer,Ingles,Jueves,2021,215,111,0.589,0.394,0.732,0.019,-7.3,8,1,40,10.66,110651.0,Warner,1
Hip-Hop,YouTube Music,Frances,Miercoles,2022,301,133,0.78,0.332,0.411,0.307,-6.4,41,2,31,0.51,191613.0,Independiente,1
Hip-Hop,Apple Music,Espanol,Lunes,2012,218,100,0.661,0.09,0.461,0.363,-7.4,54,1,44,14.2,275759.0,Universal,3
Pop,Spotify,Portugues,Viernes,2010,308,116,0.907,0.225,0.829,0.444,-8.4,44,1,4,0.83,,Sony,1
Pop,YouTube Music,Ingles,Viernes,2015,210,160,0.664,0.682,0.324,0.156,<null>,21,0,51,3.3,192035.0,Independiente,0
Electronica,Spotify,Espanol,Jueves,2013,238,116,0.439,0.211,0.899,0.248,-9.1,53,1,9,6.24,164404.0,Universal,1
Reggaeton,YouTube Music,Espanol,Lunes,2015,216,115,0.655,0.689,0.866,0.036,-12.4,32,0,24,2.26,181559.0,,0
Hip-Hop,YouTube Music,Espanol,Martes,2018,225,111,0.378,0.923,0.454,0.063,-4.6,85,0,35,4.07,310040.0,Universal,2
Electronica,Apple Music,Frances,Domingo,2016,184,119,0.247,0.669,0.28,0.073,-2.5,85,0,15,2.23,330829.0,Universal,0
Clasica,Deezer,Ingles,Domingo,2022,231,118,0.591,0.717,0.684,0.307,-6.4,1,0,2,4.08,461322.0,Universal,0
Hip-Hop,Spotify,Espanol,Sabado,2024,159,125,0.363,0.544,0.676,0.358,-6.5,51,1,16,15.75,205468.0,Sony,2
Electronica,YouTube Music,Ingles,Viernes,2016,206,148,0.3,0.565,0.485,0.123,<null>,33,0,9,5.02,,Sony,0
Cumbia,Apple Music,Espanol,Domingo,2014,187,108,0.471,0.612,0.296,0.11,-7.3,73,0,42,37.37,192261.0,Warner,3
R&B,YouTube Music,Espanol,Martes,2022,194,110,0.592,0.139,0.963,0.108,-10.1,16,0,30,14.23,366462.0,Independiente,1
Hip-Hop,YouTube Music,Frances,Sabado,2019,249,149,0.78,0.418,0.811,0.046,-3.4,39,0,9,4.98,149752.0,Universal,0
Electronica,Spotify,Ingles,Jueves,2020,225,108,0.225,0.428,0.681,0.052,-9.1,77,0,3,0.45,320563.0,Sony,0
Pop,Spotify,Ingles,Sabado,2020,134,113,0.552,0.546,0.772,0.239,-4.7,4,0,20,14.66,201172.0,Warner,2
Reggaeton,Spotify,Coreano,Jueves,2024,245,119,0.357,0.533,0.516,0.112,-8.4,76,0,44,27.96,102765.0,,3
Cumbia,Spotify,Ingles,Sabado,2023,210,107,0.946,0.449,0.732,0.238,-7.5,7,0,39,2.17,230267.0,Sony,1
Reggaeton,YouTube Music,Espanol,Jueves,2015,245,121,0.487,0.761,0.391,0.408,-12.2,51,2,50,2.57,,Warner,0
Cumbia,Spotify,Espanol,Miercoles,2012,215,94,0.47,0.288,0.738,0.062,-4.1,12,0,43,20.11,174772.0,Sony,2
Hip-Hop,Apple Music,Ingles,Jueves,2016,158,81,0.462,0.529,0.549,0.372,-4.7,7,1,31,3.54,422101.0,Universal,0
Cumbia,Spotify,Ingles,Martes,2010,266,90,0.723,0.572,0.551,0.148,-11.4,23,0,34,6.72,448460.0,Universal,0
Reggaeton,Apple Music,Espanol,Miercoles,2024,242,141,0.742,0.571,0.712,0.021,-4.1,26,1,5,37.67,448522.0,Universal,3
Pop,YouTube Music,Ingles,Martes,2022,214,158,0.809,0.198,0.573,0.169,-6.0,96,1,20,3.71,413118.0,Universal,3
Reggaeton,Spotify,Portugues,Sabado,2021,164,85,0.795,0.817,0.884,<null>,1.4,8,0,3,24.3,287507.0,Universal,2
Rock,YouTube Music,Ingles,Jueves,2010,226,119,0.59,0.233,0.696,0.145,-5.9,7,0,19,0.64,460024.0,Independiente,0
Pop,YouTube Music,Frances,Miercoles,2015,221,132,0.758,0.919,0.342,0.097,-3.3,27,1,20,9.31,157818.0,Warner,1
Clasica,Spotify,Espanol,Sabado,2013,167,99,0.846,0.496,0.923,0.209,-5.2,90,0,42,6.54,65398.0,Independiente,3
Rock,YouTube Music,Espanol,Lunes,2022,207,129,0.705,0.364,0.71,<null>,-13.4,73,1,35,11.08,49968.0,Universal,1
Clasica,Spotify,Ingles,Jueves,2024,135,130,0.879,0.869,0.768,0.192,-10.9,97,0,21,9.4,174034.0,,3
Rock,Spotify,Espanol,Domingo,2016,136,119,0.326,0.924,0.454,0.115,-14.8,98,0,8,1.76,413813.0,Independiente,0
Pop,Apple Music,Espanol,Miercoles,2010,165,136,0.783,0.65,0.885,0.182,-7.9,7,3,23,3.61,378423.0,Independiente,0
Cumbia,Spotify,Espanol,Sabado,2014,212,116,0.414,0.543,0.624,0.326,-13.0,17,2,26,14.49,432830.0,,1
Hip-Hop,YouTube Music,Portugues,Miercoles,2013,175,139,0.832,0.623,0.662,0.191,0.7,11,1,3,15.5,,Independiente,2
Electronica,Spotify,Espanol,Miercoles,2019,252,123,0.835,0.061,0.589,0.103,-4.0,84,1,10,12.78,414885.0,Independiente,3
Electronica,Spotify,Espanol,Viernes,2023,179,131,0.916,0.762,0.672,<null>,-6.5,42,0,21,3.26,244227.0,Universal,1
Reggaeton,Apple Music,Espanol,Miercoles,2014,194,150,0.479,0.844,0.958,0.006,-11.0,67,0,33,8.9,430597.0,Universal,2
Cumbia,Apple Music,Portugues,Lunes,2016,253,111,0.939,0.369,0.699,0.184,-11.4,80,0,51,3.38,47112.0,Universal,2
Electronica,YouTube Music,Ingles,Jueves,2018,191,105,0.637,0.971,0.751,0.15,-5.2,6,0,27,1.53,,Independiente,0
Hip-Hop,Spotify,Espanol,Jueves,2016,210,120,0.194,0.341,0.606,0.127,-0.1,73,0,20,0.68,271170.0,Universal,1
R&B,YouTube Music,Portugues,Jueves,2021,249,97,0.779,0.804,0.845,0.019,-10.6,85,0,14,3.33,140552.0,Independiente,1
Pop,Deezer,Portugues,Miercoles,2013,287,79,0.487,0.313,0.533,0.042,-15.6,12,0,10,11.68,474717.0,Independiente,0
Reggaeton,Apple Music,Ingles,Jueves,2012,245,83,0.517,0.521,0.374,0.22,-5.6,74,2,47,26.83,478371.0,Sony,3
Cumbia,YouTube Music,Espanol,Lunes,2017,228,134,0.618,0.29,0.81,0.126,-4.9,45,1,15,3.77,479614.0,Warner,0
Electronica,Apple Music,Ingles,Domingo,2020,296,106,0.786,0.62,0.685,0.03,-6.1,94,0,27,3.04,52138.0,,2
Clasica,Spotify,Coreano,Domingo,2018,158,84,0.649,0.696,0.809,0.058,-14.5,61,0,7,7.42,188166.0,Universal,1
Electronica,Spotify,Espanol,Viernes,2017,293,106,0.452,0.343,0.478,<null>,-10.5,38,1,38,0.12,147410.0,Independiente,0
R&B,Spotify,Espanol,Lunes,2018,219,100,0.684,0.431,0.772,0.374,-6.5,97,0,0,2.83,354297.0,Sony,1
Cumbia,Deezer,Espanol,Viernes,2019,227,96,0.503,0.266,0.617,0.162,-8.2,100,0,15,10.11,496732.0,Universal,2
Rock,Spotify,Ingles,Jueves,2017,165,109,0.787,0.726,0.519,0.106,1.1,21,0,13,21.97,474079.0,Sony,3
Pop,YouTube Music,Ingles,Domingo,2023,159,139,0.833,0.57,0.396,0.075,-4.0,99,0,25,1.92,481617.0,,1
Reggaeton,Spotify,Espanol,Sabado,2013,190,126,0.93,0.511,0.378,0.554,-9.1,50,0,37,18.03,90255.0,Warner,3
Jazz,YouTube Music,Espanol,Martes,2017,208,112,0.921,0.676,0.668,0.243,-14.2,52,2,18,1.96,367689.0,Sony,0
Rock,Spotify,Coreano,Domingo,2020,209,124,0.526,0.418,0.799,0.293,-3.8,45,0,6,1.72,30566.0,Universal,0
Pop,YouTube Music,Portugues,Domingo,2022,219,131,0.757,0.613,0.36,0.185,-13.1,61,0,2,4.7,72095.0,Warner,0
Rock,Spotify,Coreano,Viernes,2021,187,125,0.814,0.513,0.062,0.287,-10.1,24,0,32,0.36,43721.0,Independiente,0
Cumbia,Tidal,Portugues,Lunes,2024,228,125,0.382,0.282,0.56,0.218,-3.2,89,0,45,1.98,47559.0,Universal,0
Jazz,YouTube Music,Ingles,Lunes,2012,147,111,0.696,0.442,0.327,0.08,-2.6,53,0,49,9.64,245168.0,Independiente,1
Hip-Hop,YouTube Music,Espanol,Sabado,2021,267,155,0.89,0.681,0.87,0.478,-8.3,4,0,0,6.07,30299.0,Independiente,0
Pop,Spotify,Ingles,Domingo,2014,186,114,0.471,0.643,0.684,0.046,-4.6,25,0,49,7.25,63622.0,Independiente,1
Hip-Hop,Spotify,Ingles,Domingo,2010,216,126,0.27,0.61,0.7,0.001,-4.4,44,0,18,4.28,265508.0,Independiente,1
Pop,Tidal,Ingles,Martes,2016,195,105,0.902,0.885,0.465,<null>,<null>,30,0,7,26.69,281841.0,Warner,3
Pop,Spotify,Ingles,Viernes,2021,209,131,0.949,0.398,0.689,0.018,-8.3,83,0,40,3.2,50978.0,Warner,3
Cumbia,Spotify,Coreano,Viernes,2014,221,138,0.493,0.458,0.654,0.058,-5.4,94,0,23,23.13,159223.0,Universal,3
Cumbia,Apple Music,Espanol,Lunes,2023,355,127,0.732,0.452,0.523,0.177,-5.6,62,1,7,2.43,218773.0,Warner,0
Pop,Spotify,Espanol,Viernes,2018,138,137,0.918,0.695,0.47,0.174,-11.6,10,0,18,3.58,355838.0,Sony,1
Pop,Spotify,Ingles,Martes,2017,173,138,0.5,0.758,0.705,0.152,-8.8,26,0,23,14.93,108952.0,,3
Rock,Apple Music,Frances,Viernes,2013,160,136,0.244,0.214,0.58,0.061,-5.6,1,0,39,2.23,376701.0,Warner,0
Hip-Hop,Spotify,Frances,Viernes,2021,222,116,0.472,0.067,0.692,0.02,-11.9,42,0,40,0.9,5280.0,Warner,1
Rock,Spotify,Ingles,Martes,2018,225,130,0.438,0.346,0.177,0.286,-19.0,6,0,22,14.0,36662.0,Universal,0
Rock,Apple Music,Espanol,Jueves,2016,265,112,0.658,0.702,0.284,0.149,-7.2,19,0,31,4.48,321904.0,Independiente,0
Rock,Spotify,Ingles,Viernes,2017,212,119,0.546,0.487,0.562,0.096,-0.6,67,1,21,4.46,63588.0,Sony,0
Metal,YouTube Music,Frances,Sabado,2020,261,108,0.238,0.27,0.494,0.301,-10.2,6,0,38,0.74,,Universal,0
Jazz,Spotify,Ingles,Lunes,2015,254,89,0.481,0.676,0.368,0.149,-7.9,64,2,48,5.0,59191.0,Sony,2
Electronica,YouTube Music,Ingles,Miercoles,2019,205,132,0.429,0.582,0.535,0.08,-3.6,19,0,20,20.94,344834.0,Independiente,0
Hip-Hop,Apple Music,Espanol,Lunes,2014,182,103,0.353,0.492,0.653,0.081,-3.1,48,1,2,5.04,343294.0,Universal,0
Cumbia,Apple Music,Espanol,Domingo,2024,204,130,0.528,0.779,0.655,0.19,-0.5,15,1,50,23.71,87133.0,Universal,2
Cumbia,Spotify,Ingles,Sabado,2017,183,135,0.578,0.333,0.688,0.384,-6.4,58,3,23,24.24,425449.0,Warner,3
Pop,Spotify,Portugues,Lunes,2024,213,114,0.871,0.269,0.495,0.01,-0.7,38,0,23,3.99,168208.0,Independiente,1
Rock,YouTube Music,Coreano,Jueves,2010,178,141,0.485,0.415,0.813,0.042,-15.7,67,0,33,13.33,,Independiente,2
Reggaeton,Spotify,Portugues,Jueves,2014,223,110,0.709,0.563,0.203,0.05,-6.9,19,0,41,10.6,300817.0,Universal,1
Pop,YouTube Music,Ingles,Lunes,2010,144,110,0.714,0.485,0.689,0.1,-7.4,42,1,45,1.87,420553.0,Universal,1
Hip-Hop,Deezer,Ingles,Viernes,2020,225,110,0.375,0.502,0.487,0.126,3.3,1,0,7,0.86,89179.0,Independiente,0
Reggaeton,Apple Music,Portugues,Domingo,2015,237,112,0.444,0.805,0.647,0.141,-0.9,36,2,18,9.8,,Universal,1
Reggaeton,Spotify,Espanol,Lunes,2021,232,112,0.586,0.408,0.502,0.212,-7.8,38,0,48,0.4,456552.0,Warner,1
Rock,Spotify,Coreano,Sabado,2018,105,114,0.377,0.318,0.378,0.009,-6.7,13,2,22,1.49,238334.0,Sony,0
Reggaeton,Deezer,Ingles,Viernes,2018,218,168,0.438,0.491,0.389,0.11,-7.2,89,0,11,17.81,471098.0,Warner,2
Cumbia,YouTube Music,Coreano,Martes,2014,226,100,0.442,0.444,0.63,0.173,-6.1,44,1,27,6.04,170643.0,Universal,0
Rock,YouTube Music,Portugues,Domingo,2013,324,143,0.583,0.604,0.765,0.299,-1.2,93,0,5,16.46,404677.0,Independiente,2
Electronica,Apple Music,Espanol,Martes,2013,216,115,0.523,0.19,0.642,0.503,-13.4,30,0,10,1.42,34964.0,Sony,0
Pop,YouTube Music,Espanol,Domingo,2021,151,111,0.831,0.817,0.486,0.044,-11.5,67,0,46,0.16,244259.0,Independiente,1
Pop,YouTube Music,Ingles,Jueves,2013,142,130,0.939,0.29,0.197,<null>,-8.6,93,2,9,5.87,73434.0,Sony,2
Reggaeton,Spotify,Espanol,Miercoles,2011,200,129,0.719,0.306,0.244,0.164,-10.6,87,0,1,3.02,97630.0,Sony,1
Pop,Apple Music,Ingles,Miercoles,2023,175,103,0.573,0.555,0.262,0.171,-8.0,71,0,49,3.1,353362.0,Sony,1
Pop,Apple Music,Ingles,Sabado,2017,242,149,0.494,0.389,0.517,0.227,-3.4,79,1,35,18.92,61697.0,,3
Pop,Spotify,Ingles,Jueves,2024,275,97,0.625,0.696,0.539,0.178,-2.7,94,3,25,22.28,42490.0,Sony,3
Reggaeton,YouTube Music,Espanol,Martes,2012,113,124,0.33,0.065,0.424,0.282,-4.2,0,1,24,9.35,10369.0,Sony,0
Jazz,Spotify,Coreano,Jueves,2024,196,101,0.934,0.472,0.823,0.094,-3.1,87,3,22,22.5,336535.0,Universal,3
Rock,Apple Music,Ingles,Martes,2014,261,101,0.656,0.544,0.701,0.113,-5.0,18,0,27,2.31,243344.0,Universal,0
Electronica,Spotify,Frances,Viernes,2014,243,138,0.67,0.53,0.709,0.24,-8.9,92,0,13,10.44,52030.0,Independiente,2
Pop,Spotify,Espanol,Sabado,2022,176,114,0.211,0.863,0.659,0.154,-4.7,20,0,5,4.9,362734.0,Sony,0
Electronica,Apple Music,Portugues,Domingo,2022,225,132,0.368,0.857,0.487,0.076,-8.1,70,0,23,9.29,434630.0,Sony,1
Hip-Hop,Deezer,Espanol,Martes,2020,258,103,0.526,0.595,0.285,0.161,-9.2,26,0,39,16.61,102717.0,Universal,1
Electronica,Apple Music,Ingles,Domingo,2011,211,84,0.772,0.426,0.498,0.272,<null>,40,0,50,4.39,48695.0,Independiente,0
Cumbia,Spotify,Ingles,Martes,2024,236,128,0.861,0.365,0.366,0.452,<null>,66,2,11,4.63,346444.0,Independiente,0
Cumbia,YouTube Music,Frances,Martes,2017,260,127,0.364,0.58,0.763,0.337,-7.0,4,0,42,2.42,212426.0,Sony,0
Pop,Spotify,Espanol,Miercoles,2014,206,108,0.297,0.461,0.73,0.117,-10.3,98,1,7,5.24,94470.0,Independiente,3
R&B,Spotify,Espanol,Martes,2019,213,126,0.864,0.49,0.926,0.186,-3.2,98,3,19,2.23,306198.0,Sony,3
Pop,Spotify,Frances,Lunes,2011,251,110,0.427,0.638,0.874,0.103,-3.0,87,0,21,10.57,270770.0,Warner,2
Cumbia,Spotify,Espanol,Viernes,2021,238,148,0.609,0.901,0.254,0.389,-12.5,89,0,46,0.61,288137.0,Sony,2
Rock,Apple Music,Espanol,Domingo,2010,264,141,0.686,0.855,0.623,0.3,-9.2,3,1,24,3.5,377729.0,Sony,0
Hip-Hop,Apple Music,Ingles,Miercoles,2024,247,107,0.774,0.992,0.265,0.017,-2.8,30,0,34,4.69,176533.0,Sony,1
Pop,Spotify,Espanol,Domingo,2018,280,116,0.749,0.869,0.522,0.0,3.0,53,0,32,1.09,113213.0,Sony,0
Pop,YouTube Music,Espanol,Lunes,2011,186,153,0.814,0.276,0.209,0.213,<null>,21,0,16,3.08,221394.0,Warner,0
Jazz,Spotify,Ingles,Miercoles,2017,223,126,0.611,0.544,0.48,<null>,-7.8,27,3,45,9.08,135762.0,Independiente,1
Cumbia,Tidal,Espanol,Miercoles,2010,204,123,0.447,0.272,0.576,0.323,-2.0,0,1,0,20.11,128947.0,Independiente,0
Electronica,Apple Music,Ingles,Lunes,2010,143,130,0.681,0.129,0.505,0.272,-9.6,26,0,8,7.83,370649.0,Independiente,0
Jazz,Spotify,Ingles,Domingo,2020,170,147,0.443,0.819,0.598,0.137,-6.6,1,0,39,9.98,361806.0,Independiente,0
Metal,Deezer,Portugues,Jueves,2018,254,106,0.899,0.419,0.842,0.126,-10.3,45,0,15,27.48,369631.0,Independiente,3
Rock,Spotify,Frances,Sabado,2024,236,137,0.697,0.623,0.478,0.291,-19.5,93,0,4,8.25,320395.0,Independiente,2
Pop,Apple Music,Espanol,Sabado,2013,249,118,0.737,0.232,0.477,0.046,-5.8,36,0,51,9.4,277765.0,Universal,1
Pop,Spotify,Portugues,Sabado,2012,202,137,0.683,0.518,0.483,0.037,-6.1,20,1,50,3.3,111263.0,Sony,1
Hip-Hop,YouTube Music,Coreano,Jueves,2021,217,107,0.872,0.709,0.823,0.0,-12.5,42,1,42,6.32,87892.0,Universal,3
Rock,Apple Music,Ingles,Martes,2020,227,138,0.785,0.419,0.4,0.056,-14.1,20,0,27,3.43,250915.0,Warner,0
Pop,Spotify,Coreano,Lunes,2020,198,97,0.489,0.199,0.747,0.337,-14.9,3,0,32,0.73,50479.0,Sony,0
Pop,Spotify,Espanol,Martes,2016,226,86,0.689,0.192,0.341,0.25,-2.0,43,2,4,4.67,225803.0,Sony,0
Pop,YouTube Music,Portugues,Sabado,2021,126,128,0.526,0.732,0.853,0.019,-5.5,73,1,39,16.64,92474.0,Warner,3
Cumbia,Spotify,Ingles,Jueves,2010,212,136,0.776,0.339,0.532,0.282,<null>,71,0,47,6.32,,,3
Pop,Spotify,Espanol,Lunes,2013,191,121,0.503,0.734,0.582,0.26,-6.8,48,3,18,6.59,409076.0,Independiente,1
Reggaeton,Apple Music,Ingles,Lunes,2015,230,155,0.539,0.761,0.836,0.207,-5.3,38,2,30,3.01,425446.0,Independiente,2
Reggaeton,YouTube Music,Ingles,Lunes,2015,278,112,0.617,0.699,0.913,0.06,-19.7,57,1,46,3.54,95353.0,Sony,2
Reggaeton,Spotify,Espanol,Martes,2011,233,143,0.754,0.179,0.348,0.139,-5.2,90,0,27,12.87,391761.0,Sony,2
Pop,Spotify,Espanol,Miercoles,2016,235,99,0.617,0.499,0.556,<null>,-6.3,75,0,7,22.32,346776.0,Warner,3
Rock,YouTube Music,Ingles,Miercoles,2024,297,121,0.457,0.813,0.921,0.026,-8.3,38,1,16,1.75,334821.0,Universal,1
Pop,Spotify,Ingles,Sabado,2023,197,139,0.811,0.433,0.929,0.013,-4.0,69,0,50,0.27,18780.0,Warner,2
Hip-Hop,YouTube Music,Ingles,Miercoles,2024,175,145,0.683,0.339,0.605,0.095,-12.6,42,0,17,2.74,459105.0,,0
Pop,Deezer,Ingles,Domingo,2017,156,105,0.698,0.82,0.92,0.284,-5.7,22,1,22,1.88,47965.0,Warner,0
